	z_coordinate_0	z_coordinate_1
637	-4.638034	0.009020776
638	-2.673079	4.7977715
639	0.35163796	2.8457973
640	-3.9994564	2.4769676
641	-3.2899995	5.0730233
642	-7.1441603	2.3030655
643	-3.7165205	1.1230559
644	5.5350084	6.749206
645	-2.4414096	3.778294
646	-0.18777321	3.2759469
647	-1.7349931	0.922246
648	-8.297057	1.5623307
649	-1.1647602	1.1051393
650	-2.3993957	0.6580925
651	-0.390177	3.4101353
652	-3.7097843	0.0088894665
653	0.5234475	1.9231471
654	-6.750505	1.0533406
655	-3.167458	0.52851105
656	-8.556942	-0.022009104
657	-1.950389	2.7252052
658	-0.13988052	0.94298756
659	-5.8084607	1.0183421
660	-1.2237024	0.51784575
661	1.5891018	7.196355
662	-7.07377	0.59862334
663	-6.60066	-1.3815222
664	-6.101312	-2.3648293
665	-4.7857404	0.4616804
666	-1.6969435	5.4555454
667	2.7350638	6.122001
668	0.6413682	2.3368182
669	-3.2621021	3.3194463
670	-1.530865	1.7676651
671	-4.638351	4.7578
672	-6.743338	-0.5114217
673	-2.4127188	1.5965965
674	-0.38059056	1.3752701
675	1.0408128	2.605264
676	-1.5963076	1.9496398
677	-0.07845159	1.3051249
678	-3.3183613	3.3191073
679	2.2008064	6.8684278
680	-0.4931984	4.328367
681	0.93093646	6.022705
682	0.6507655	3.599663
683	-2.8006482	0.33901063
684	-2.4883037	4.089241
685	-2.2735915	5.8509445
686	-7.671408	-0.31754008
687	-4.8892694	3.224543
688	-2.6056616	-1.0771207
689	-2.8016126	2.892461
690	-6.668593	2.3146245
691	-0.39456725	4.9776316
692	-2.83973	-0.5925741
693	-6.5037513	0.89340043
694	-9.260387	-0.47389922
695	-0.5980408	1.4171388
696	1.276914	3.8577387
697	-4.8787174	1.7328341
698	0.93571055	1.48463
699	0.80901253	4.973616
700	-1.8285011	2.9079683
701	-1.1038554	7.6453104
702	-6.4201293	-0.27870473
703	0.06146364	6.8107133
704	-7.0269823	2.4289765
705	-7.2641273	0.09810844
706	-0.86019695	3.5305593
707	0.60496956	1.4018648
708	-7.136482	-3.508395
709	1.5403436	6.163148
710	-0.6422897	2.0804424
711	-3.3059225	1.2501777
712	0.118871436	3.1789968
713	-3.3875294	-2.261361
714	-2.8071723	1.1777604
715	-3.085283	2.024654
716	-3.3595176	3.5362778
